266,1.6,3.8,8.5,13.2,15.4
273,2.3,4.5,9.2,13.9,16.1
280,3.1,5.3,10.0,14.6,16.8
287,3.9,6.0,10.7,15.4,17.6
295,4.3,6.5,11.2,15.9,18.0
