38,2.9,5.2,10.3,15.4,17.8
39,3.4,5.8,10.9,15.9,18.3
40,4.0,6.4,11.4,16.5,18.9
41,4.5,6.9,12.0,17.0,19.4
42,4.9,7.3,12.3,17.4,19.8
